"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 09:51:04 GMT 2023","Wed Apr 26 09:51:05 GMT 2023","89","Test_Cases","test_homepage","TestHomepage","","","test_homepage",""
"passed","Wed Apr 26 09:52:30 GMT 2023","Wed Apr 26 09:52:39 GMT 2023","9675","Test_Cases","test_model","TestModel","","","test_model4",""
"passed","Wed Apr 26 09:51:26 GMT 2023","Wed Apr 26 09:51:37 GMT 2023","10342","Test_Cases","test_model","TestModel","","","test_model1",""
"passed","Wed Apr 26 09:52:59 GMT 2023","Wed Apr 26 09:53:12 GMT 2023","12576","Test_Cases","test_object","TestObject","","","test_object1",""
"passed","Wed Apr 26 09:51:12 GMT 2023","Wed Apr 26 09:51:19 GMT 2023","7190","Test_Cases","test_model","TestModel","","","test_model",""
"passed","Wed Apr 26 09:54:48 GMT 2023","Wed Apr 26 09:55:13 GMT 2023","24256","Test_Cases","test_object","TestObject","","","test_object6",""
"passed","Wed Apr 26 09:52:04 GMT 2023","Wed Apr 26 09:52:23 GMT 2023","18218","Test_Cases","test_model","TestModel","","","test_model3",""
"passed","Wed Apr 26 09:54:19 GMT 2023","Wed Apr 26 09:54:42 GMT 2023","23174","Test_Cases","test_object","TestObject","","","test_object5",""
"passed","Wed Apr 26 09:53:35 GMT 2023","Wed Apr 26 09:53:49 GMT 2023","14463","Test_Cases","test_object","TestObject","","","test_object3",""
"passed","Wed Apr 26 09:55:50 GMT 2023","Wed Apr 26 09:55:55 GMT 2023","4495","Test_Cases","test_platform","TestPlatform","","","test_platform",""
"passed","Wed Apr 26 09:51:44 GMT 2023","Wed Apr 26 09:51:58 GMT 2023","13822","Test_Cases","test_model","TestModel","","","test_model2",""
"passed","Wed Apr 26 09:53:19 GMT 2023","Wed Apr 26 09:53:28 GMT 2023","8731","Test_Cases","test_object","TestObject","","","test_object2",""
"passed","Wed Apr 26 09:53:56 GMT 2023","Wed Apr 26 09:54:11 GMT 2023","14983","Test_Cases","test_object","TestObject","","","test_object4",""
"passed","Wed Apr 26 09:55:20 GMT 2023","Wed Apr 26 09:55:44 GMT 2023","24496","Test_Cases","test_object","TestObject","","","test_object7",""
"passed","Wed Apr 26 09:52:46 GMT 2023","Wed Apr 26 09:52:53 GMT 2023","6382","Test_Cases","test_object","TestObject","","","test_object",""
