"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 10:45:03 GMT 2023","Wed Apr 26 10:45:08 GMT 2023","4627","Test_Cases","test_platform","TestPlatform","","","test_platform",""
"passed","Wed Apr 26 10:40:56 GMT 2023","Wed Apr 26 10:41:10 GMT 2023","13813","Test_Cases","test_model","TestModel","","","test_model2",""
"passed","Wed Apr 26 10:42:12 GMT 2023","Wed Apr 26 10:42:25 GMT 2023","12713","Test_Cases","test_object","TestObject","","","test_object1",""
"passed","Wed Apr 26 10:42:32 GMT 2023","Wed Apr 26 10:42:41 GMT 2023","9008","Test_Cases","test_object","TestObject","","","test_object2",""
"passed","Wed Apr 26 10:40:18 GMT 2023","Wed Apr 26 10:40:18 GMT 2023","607","Test_Cases","test_homepage","TestHomepage","","","test_homepage",""
"passed","Wed Apr 26 10:43:31 GMT 2023","Wed Apr 26 10:43:55 GMT 2023","23792","Test_Cases","test_object","TestObject","","","test_object5",""
"passed","Wed Apr 26 10:41:42 GMT 2023","Wed Apr 26 10:41:52 GMT 2023","9795","Test_Cases","test_model","TestModel","","","test_model4",""
"passed","Wed Apr 26 10:44:33 GMT 2023","Wed Apr 26 10:44:58 GMT 2023","24806","Test_Cases","test_object","TestObject","","","test_object7",""
"passed","Wed Apr 26 10:43:09 GMT 2023","Wed Apr 26 10:43:24 GMT 2023","15356","Test_Cases","test_object","TestObject","","","test_object4",""
"passed","Wed Apr 26 10:42:47 GMT 2023","Wed Apr 26 10:43:02 GMT 2023","14721","Test_Cases","test_object","TestObject","","","test_object3",""
"passed","Wed Apr 26 10:40:25 GMT 2023","Wed Apr 26 10:40:32 GMT 2023","7176","Test_Cases","test_model","TestModel","","","test_model",""
"passed","Wed Apr 26 10:40:39 GMT 2023","Wed Apr 26 10:40:49 GMT 2023","10391","Test_Cases","test_model","TestModel","","","test_model1",""
"passed","Wed Apr 26 10:41:59 GMT 2023","Wed Apr 26 10:42:05 GMT 2023","6466","Test_Cases","test_object","TestObject","","","test_object",""
"passed","Wed Apr 26 10:44:01 GMT 2023","Wed Apr 26 10:44:26 GMT 2023","24717","Test_Cases","test_object","TestObject","","","test_object6",""
"passed","Wed Apr 26 10:41:17 GMT 2023","Wed Apr 26 10:41:36 GMT 2023","18422","Test_Cases","test_model","TestModel","","","test_model3",""
