"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 10:01:52 GMT 2023","Wed Apr 26 10:02:02 GMT 2023","10555","Test_Cases","test_model","TestModel","","","test_model1",""
"passed","Wed Apr 26 10:04:09 GMT 2023","Wed Apr 26 10:04:19 GMT 2023","10096","Test_Cases","test_object","TestObject","","","test_object2",""
"passed","Wed Apr 26 10:05:56 GMT 2023","Wed Apr 26 10:06:22 GMT 2023","26703","Test_Cases","test_object","TestObject","","","test_object6",""
"passed","Wed Apr 26 10:03:42 GMT 2023","Wed Apr 26 10:03:56 GMT 2023","13415","Test_Cases","test_object","TestObject","","","test_object1",""
"passed","Wed Apr 26 10:03:25 GMT 2023","Wed Apr 26 10:03:32 GMT 2023","7022","Test_Cases","test_object","TestObject","","","test_object",""
"passed","Wed Apr 26 10:03:05 GMT 2023","Wed Apr 26 10:03:16 GMT 2023","10191","Test_Cases","test_model","TestModel","","","test_model4",""
"passed","Wed Apr 26 10:01:34 GMT 2023","Wed Apr 26 10:01:42 GMT 2023","7376","Test_Cases","test_model","TestModel","","","test_model",""
"passed","Wed Apr 26 10:06:32 GMT 2023","Wed Apr 26 10:06:59 GMT 2023","26580","Test_Cases","test_object","TestObject","","","test_object7",""
"passed","Wed Apr 26 10:02:13 GMT 2023","Wed Apr 26 10:02:27 GMT 2023","14139","Test_Cases","test_model","TestModel","","","test_model2",""
"passed","Wed Apr 26 10:07:07 GMT 2023","Wed Apr 26 10:07:13 GMT 2023","6161","Test_Cases","test_platform","TestPlatform","","","test_platform",""
"passed","Wed Apr 26 10:04:54 GMT 2023","Wed Apr 26 10:05:11 GMT 2023","16613","Test_Cases","test_object","TestObject","","","test_object4",""
"passed","Wed Apr 26 10:04:29 GMT 2023","Wed Apr 26 10:04:45 GMT 2023","15896","Test_Cases","test_object","TestObject","","","test_object3",""
"passed","Wed Apr 26 10:01:24 GMT 2023","Wed Apr 26 10:01:25 GMT 2023","643","Test_Cases","test_homepage","TestHomepage","","","test_homepage",""
"passed","Wed Apr 26 10:02:36 GMT 2023","Wed Apr 26 10:02:56 GMT 2023","19648","Test_Cases","test_model","TestModel","","","test_model3",""
"passed","Wed Apr 26 10:05:21 GMT 2023","Wed Apr 26 10:05:46 GMT 2023","25372","Test_Cases","test_object","TestObject","","","test_object5",""
